1,165,75.014,460.9,34.4,-6.4,28,2.6804,1564.1,616,969,1250,29.684,1255.3,5.2814,29880,0.012485,24.9,45.406,24.639,54.589,46.985,57.934,45.302,49583,49583,277.72,198.71,1990.5,3734.7,160.83,27466,14.638,35.087,2933.9,4029.6,707.05,1643.4,214.03,2945.5,310.71,509.82,628.14,51.247,49.53,49.12,47.204
2,165.06,75.043,460.75,34.4,-6.4,28,2.6805,1565.3,615.99,968.98,1250,29.673,1255.3,5.2817,29881,0.012487,24.9,45.413,24.641,54.59,46.985,58.025,45.312,49592,49587,277.75,198.75,1993.6,3734.8,160.83,27471,14.638,35.087,2934.7,4022.4,707.05,1643.3,213.97,2945.8,310.72,509.82,628.14,51.058,49.532,49.12,47.203
3,165.02,75.045,460.88,34.4,-6.4,28,2.6805,1564.3,616,969,1250,29.679,1255.3,5.2815,29883,0.012486,24.9,45.414,24.643,54.591,46.985,57.95,45.306,49587,49586,277.76,198.76,1991.1,3734.9,160.83,27472,14.638,35.087,2934.8,4021.6,707.04,1643.3,213.89,2946,310.73,509.82,628.14,51.037,49.535,49.118,47.201
4,164.96,75.044,460.77,34.4,-6.4,28,2.6805,1564.6,616,969.01,1250,29.688,1255.3,5.2806,29883,0.012482,24.9,45.414,24.641,54.59,46.985,57.973,45.298,49578,49583,277.76,198.76,1991.8,3734.8,160.83,27472,14.638,35.087,2934.8,4021.5,707.01,1643.3,213.89,2946.1,310.73,509.82,628.14,51.033,49.536,49.114,47.199
5,164.92,75.049,460.84,34.4,-6.4,28,2.6803,1563.9,616,969.02,1250,29.696,1255.3,5.2795,29883,0.012477,24.9,45.415,24.639,54.587,46.984,57.927,45.291,49571,49578,277.75,198.77,1990.2,3734.5,160.82,27472,14.638,35.087,2934.9,4021.4,706.98,1643.3,214.01,2946.1,310.74,509.82,628.14,51.028,49.536,49.109,47.202
6,164.9,75.059,461,34.4,-6.4,28,2.6801,1562.9,616.01,969.02,1250,29.7,1255.3,5.2785,29881,0.012471,24.9,45.416,24.635,54.583,46.983,57.847,45.285,49564,49572,277.74,198.78,1987.5,3734.2,160.81,27473,14.638,35.088,2935.1,4021.1,706.97,1643.4,214.22,2946.1,310.74,509.82,628.14,51.018,49.535,49.108,47.209
7,164.87,75.069,461.07,34.4,-6.4,28,2.6799,1562.3,616.01,969.02,1250,29.703,1255.3,5.2774,29879,0.012465,24.9,45.417,24.631,54.578,46.982,57.807,45.281,49557,49565,277.72,198.78,1986.1,3733.7,160.79,27474,14.638,35.088,2935.2,4020.8,707.02,1643.6,214.51,2946,310.75,509.81,628.14,51.009,49.532,49.116,47.218
8,164.89,75.089,461,34.4,-6.4,28,2.6797,1562.8,616,969.01,1250,29.698,1255.3,5.2766,29877,0.01246,24.9,45.419,24.627,54.573,46.981,57.841,45.283,49556,49561,277.72,198.8,1987.3,3733.3,160.78,27476,14.638,35.089,2935.5,4020.2,707.17,1643.7,214.83,2945.8,310.75,509.81,628.14,50.993,49.528,49.137,47.227
9,164.88,75.104,461.09,34.4,-6.4,28,2.6794,1562.2,616,969.01,1250,29.696,1255.3,5.2756,29876,0.012455,24.9,45.42,24.623,54.569,46.98,57.802,45.283,49552,49557,277.71,198.81,1986,3733,160.77,27477,14.638,35.089,2935.6,4019.8,707.43,1643.9,215.14,2945.5,310.76,509.8,628.13,50.981,49.522,49.174,47.235
10,164.92,75.128,461.13,34.4,-6.4,28,2.6793,1562.2,616,969,1250,29.686,1255.3,5.2747,29876,0.01245,24.9,45.424,24.621,54.566,46.98,57.797,45.289,49555,49556,277.72,198.83,1985.8,3732.7,160.76,27479,14.638,35.09,2936,4019.3,707.79,1644,215.41,2945.2,310.77,509.79,628.13,50.964,49.516,49.226,47.241
11,164.88,75.133,461.12,34.4,-6.4,28,2.6791,1562,616,969.01,1250,29.688,1255.3,5.2731,29877,0.012443,24.9,45.422,24.618,54.562,46.979,57.785,45.285,49547,49552,277.71,198.82,1985.4,3732.4,160.75,27478,14.638,35.09,2935.9,4019.2,708.24,1644,215.65,2944.8,310.77,509.78,628.13,50.962,49.508,49.289,47.244
12,164.93,75.159,460.93,34.4,-6.4,28,2.679,1563.4,615.99,968.99,1250,29.677,1255.3,5.2719,29878,0.012437,24.9,45.426,24.617,54.56,46.979,57.89,45.293,49553,49552,277.72,198.85,1989,3732.2,160.74,27481,14.638,35.09,2936.3,4018.8,708.72,1644,215.84,2944.5,310.78,509.78,628.13,50.948,49.502,49.358,47.246
