1,165,75.014,460.9,34.4,-6.4,28,2.6804,1564.1,616,969,1250,29.684,1255.3,5.2814,29880,0.012485,24.9,45.406,24.639,54.589,46.985,57.934,45.302,49583,49583,277.72,198.71,1990.5,3734.7,160.83,27466,14.638,35.087,2933.9,4029.6,707.05,1643.4,214.03,2945.5,310.71,509.82,628.14,51.247,49.53,49.12,47.204
2,165.06,75.032,460.99,34.4,-6.4,28,2.6805,1563.9,616,968.99,1250,29.675,1255.3,5.2819,29881,0.012488,24.9,45.41,24.641,54.59,46.985,57.919,45.311,49592,49587,277.75,198.73,1990,3734.8,160.83,27469,14.638,35.087,2934.4,4022.7,707.05,1643.3,213.97,2945.7,310.72,509.82,628.14,51.067,49.532,49.12,47.203
3,165.02,75.053,460.8,34.4,-6.4,28,2.6805,1564.8,615.99,968.99,1250,29.678,1255.3,5.2811,29883,0.012485,24.9,45.416,24.642,54.591,46.985,57.986,45.307,49587,49586,277.77,198.77,1992.3,3734.8,160.83,27474,14.638,35.087,2935,4021.5,707.04,1643.3,213.89,2946,310.73,509.82,628.14,51.033,49.535,49.118,47.201
4,164.96,75.068,460.88,34.4,-6.4,28,2.6804,1564,616,969.01,1250,29.687,1255.3,5.2798,29885,0.012479,24.9,45.42,24.642,54.589,46.985,57.927,45.299,49578,49582,277.77,198.79,1990.2,3734.7,160.83,27476,14.638,35.087,2935.4,4020.8,707.01,1643.3,213.89,2946.2,310.74,509.82,628.14,51.012,49.537,49.114,47.199
5,164.92,75.072,460.96,34.4,-6.4,28,2.6803,1563.2,616.01,969.02,1250,29.695,1255.3,5.2787,29884,0.012473,24.9,45.42,24.639,54.586,46.984,57.874,45.291,49570,49577,277.76,198.8,1988.4,3734.5,160.82,27477,14.638,35.087,2935.5,4020.5,706.98,1643.3,214.01,2946.4,310.75,509.82,628.14,51.001,49.538,49.109,47.202
6,164.9,75.065,460.78,34.4,-6.4,28,2.6801,1564.2,616,969.02,1250,29.7,1255.3,5.2784,29882,0.012471,24.9,45.417,24.636,54.583,46.983,57.945,45.286,49565,49572,277.74,198.79,1990.9,3734.2,160.81,27474,14.638,35.088,2935.3,4020.7,706.97,1643.4,214.22,2946.3,310.75,509.82,628.14,51.005,49.536,49.108,47.209
7,164.87,75.071,460.78,34.4,-6.4,28,2.6799,1564,616,969.02,1250,29.703,1255.3,5.2777,29879,0.012466,24.9,45.417,24.631,54.579,46.982,57.935,45.281,49558,49566,277.73,198.79,1990.5,3733.8,160.8,27474,14.638,35.088,2935.2,4020.6,707.02,1643.6,214.51,2946.1,310.75,509.81,628.14,51.004,49.532,49.116,47.218
8,164.89,75.083,460.45,34.4,-6.4,28,2.6797,1566.1,615.99,969.01,1250,29.698,1255.3,5.2775,29876,0.012464,24.9,45.418,24.628,54.574,46.981,58.087,45.284,49558,49563,277.72,198.79,1995.7,3733.4,160.78,27475,14.638,35.089,2935.3,4020.4,707.18,1643.7,214.83,2945.8,310.75,509.81,628.14,50.998,49.527,49.138,47.227
9,164.88,75.109,460.56,34.4,-6.4,28,2.6795,1565.4,616,969.01,1250,29.695,1255.3,5.2764,29875,0.012458,24.9,45.421,24.624,54.57,46.98,58.034,45.283,49553,49558,277.72,198.81,1993.9,3733,160.77,27478,14.638,35.089,2935.7,4019.8,707.44,1643.9,215.15,2945.5,310.76,509.8,628.13,50.979,49.522,49.176,47.235
10,164.92,75.135,460.4,34.4,-6.4,28,2.6793,1566.6,615.99,969,1250,29.686,1255.3,5.2757,29875,0.012455,24.9,45.425,24.622,54.566,46.98,58.12,45.29,49556,49557,277.73,198.84,1996.9,3732.8,160.76,27481,14.638,35.089,2936.2,4019.1,707.82,1644,215.42,2945.3,310.77,509.79,628.13,50.958,49.516,49.229,47.241
11,164.88,75.139,460.42,34.4,-6.4,28,2.6792,1566.2,616,969.01,1250,29.688,1255.3,5.2744,29875,0.012448,24.9,45.424,24.619,54.563,46.979,58.095,45.285,49548,49553,277.72,198.84,1996,3732.5,160.75,27479,14.638,35.09,2936.1,4019,708.27,1644,215.66,2944.9,310.78,509.78,628.13,50.955,49.509,49.293,47.244
12,164.93,75.133,460.39,34.4,-6.4,28,2.6791,1566.7,616,968.99,1250,29.679,1255.3,5.2742,29875,0.012447,24.9,45.42,24.617,54.562,46.979,58.131,45.292,49554,49553,277.71,198.82,1997.3,3732.4,160.75,27477,14.638,35.09,2935.7,4019.5,708.76,1644,215.85,2944.4,310.77,509.78,628.13,50.967,49.5,49.363,47.247
13,164.86,75.141,460.6,34.4,-6.4,28,2.6789,1565,616.01,969.01,1250,29.686,1255.3,5.2717,29877,0.012436,24.9,45.419,24.614,54.558,46.978,58.006,45.284,49540,49547,277.7,198.81,1993,3732,160.73,27476,14.638,35.091,2935.6,4019.7,709.23,1644,216.04,2943.9,310.77,509.77,628.12,50.972,49.492,49.43,47.247
14,164.91,75.162,460.7,34.4,-6.4,28,2.6787,1564.7,616.01,968.99,1250,29.675,1255.3,5.2701,29878,0.012428,24.9,45.422,24.612,54.555,46.977,57.984,45.292,49546,49546,277.7,198.83,1992.2,3731.8,160.72,27478,14.638,35.091,2935.9,4019.4,709.66,1644,216.21,2943.5,310.78,509.76,628.12,50.963,49.485,49.491,47.245
